"URL","Puesto","Empresa","Lugar","Direccion","Distancia","Duracion","ZBE","Publicacion","Modalidad","Tipo","Solicitud","Experiencia","Resumen","Tipo_clasificacion","Clasificacion"
"https://www.linkedin.com/comm/jobs/view/4416240310/","Data Analyst | Data Engineer | Data Scientist","Joinrs","España","N/A","N/A","N/A","N/A","","En remoto","Jornada completa","Se aceptan solicitudes","N/A","Aquí tienes el resumen de la oferta: **Resumen de la Oportunidad: Programa de Talento Junior en Data** La plataforma **Joinrs** busca conectar a estudiantes y recién graduados en áreas STEM (Matemáticas, Estadística, Física, Ingeniería y Data Science) con empresas líderes en España y Europa para programas de prácticas, *graduate programs* y posiciones *entry-level*. ### **Requisitos:** * **Perfil:** Estudiantes o recién graduados. * **Formación:** Matemáticas, Estadística, Física, Ingeniería o Data Science. * **Experiencia:** Enfocado en perfiles *junior* y *early-career*. ### **Funciones:** Acceso a una amplia variedad de roles especializados, tales como: * **Data Science:** Junior Data Scientist, Associate Data Scientist, Localization AI. * **Data Engineering:** Data Engineer (incluyendo Microsoft Fabric). * **Data Analytics:** Data Analyst, Budget Control, Data Research Analyst. ### **Beneficios:** * **Matching automático:** Sistema inteligente que empareja tu perfil con las vacantes más afines. * **Visibilidad:** Acceso a ofertas exclusivas (muchas no son públicas). * **Optimización:** Ayuda para mejorar tu CV y perfil ante los reclutadores. * **Flexibilidad:** Ofertas presenciales, híbridas y en remoto en toda España y Europa. **¿Cómo aplicar?** Crea tu perfil en la plataforma **[Joinrs]** para descubrir y solicitar las oportunidades al instante.","Headhunting (Plataforma de intermediación/Job board)","**Clasificación:** Headhunting (Plataforma de intermediación/Job board) **Justificación:** La empresa no contrata directamente al candidato ni busca empleados para sus propios proyectos. Se define como un ""sistema que realmente te ayuda a conseguir empleo"" mediante un ""matching automático"" entre el perfil del usuario y las vacantes de otras compañías (""incorpora(te) en empresas de primer nivel""). Actúan como un intermediario o agregador de ofertas de terceros, facilitando el acceso a procesos de selección externos."
"https://www.linkedin.com/comm/jobs/view/4416099353/","Junior Data Scientist","Joinrs","España","N/A","N/A","N/A","N/A","","En remoto","Jornada completa","Se aceptan solicitudes","N/A","Aquí tienes un resumen claro y conciso de la oferta: ### **Resumen de la oferta: Junior Data Scientist (Tech Team)** Joinrs, una plataforma de apoyo al empleo para recién graduados, busca perfiles Junior para su equipo tecnológico en España. El proceso es de ""perfil abierto"", donde la empresa evalúa tu CV para asignar el puesto que mejor se ajuste a tus competencias. #### **Funciones principales** * **Inteligencia Artificial:** Implementación y prueba de algoritmos de *Machine Learning* para el modelo de IA de la plataforma. * **Datos:** Análisis, modelado y visualización de datos (creación de cuadros de mando/KPIs). * **Optimización:** Mejora de procesos de negocio mediante soluciones basadas en datos. * **Innovación:** Participación en *brainstormings* tecnológicos y formación continua en tendencias de IA y Data Science. #### **Requisitos** * Perfil **Junior** (recién graduados o profesionales al inicio de su carrera). * Interés y capacidad de aprendizaje en el sector tecnológico y la Inteligencia Artificial. * Disponibilidad para integrarse en un equipo dinámico y en crecimiento. #### **Beneficios** * **Salario:** 24.000€ - 28.000€ brutos anuales, con revisiones salariales cada 6 meses. * **Flexibilidad:** Modalidad 100% remota o híbrida (oficinas disponibles con áreas de ocio). * **Herramientas:** MacBook de última generación proporcionado por la empresa. * **Formación:** Tutoría personalizada, planes de carrera, acceso a cursos y eventos del sector. * **Cultura:** Entorno de startup en expansión, dinámico y con impacto social directo. #### **Proceso de selección** 1. **Revisión de CV** (respuesta en aprox. 20 días). 2. **Entrevista telefónica** (15 min con RRHH). 3. **Entrevista por videollamada** (45 min con RRHH y supervisor técnico). **¿Cómo aplicar?** Envía tu CV a través del anuncio para entrar en su base de datos de candidatos.","Empresa final","**Clasificación:** Empresa final **Justificación:** La oferta especifica claramente que el contrato es para formar parte de su propio equipo (""nuestro equipo de Tecnología""), trabajando en sus productos internos (""Joinrs AI""). El texto enfatiza que el candidato se unirá a su cultura corporativa, beneficiándose de sus políticas de bienestar, formación interna, tutoría y del uso de sus propias oficinas (""nuestras oficinas siempre están abiertas""), descartando así que se trate de una consultora o empresa de selección externa."
"https://www.linkedin.com/comm/jobs/view/4412226184/","Be Talent BBVA - Data Program 2026","BBVA","Madrid, Comunidad de Madrid, España","Madrid, Spain","64.9","52.8","True","","Híbrido","Jornada completa","Se aceptan solicitudes","N/A","Aquí tienes un resumen claro y conciso de la oferta: ### **Programa: Be Talent BBVA – Data Scientist Analyst** BBVA busca recién graduados o estudiantes a punto de terminar su grado (2024-2026) para integrarse en su equipo de ciencia de datos mediante un programa de desarrollo profesional. --- ### **1. Perfiles y Funciones** El programa se divide en dos áreas de especialización: * **Core Bancario:** Enfoque en modelos estadísticos, econométricos, gestión de riesgos y auditoría de modelos. * **Desarrollo de Producto:** Enfoque en *Machine Learning* y análisis avanzado para crear productos digitales. **Responsabilidades comunes:** * Transformar necesidades de negocio en retos de datos. * Desarrollar algoritmos de exploración, procesamiento y análisis. * Limpieza, preparación y puesta en producción de modelos. * Participación en metodologías ágiles (sprints, dailies) y formación continua. ### **2. Requisitos** * **Formación:** Grado (terminado o pendiente para junio 2026) en Matemáticas, Estadística, Informática, Ingeniería o Actuariales. (Valorado Máster en el área). * **Idiomas:** Inglés fluido (mínimo B2, deseable C1). * **Conocimientos Técnicos:** Álgebra lineal, probabilidad, estadística y programación en **Python/PySpark**. * *Valorables:* SQL, AWS AI Practitioner, herramientas de BI (Tableau, etc.) y experiencia con bases de datos. * **Legal:** Permiso de residencia y trabajo en España. ### **3. Beneficios** * **Contrato:** Indefinido a jornada completa. * **Modalidad:** Híbrida (60% presencial en Madrid / 40% remoto). * **Desarrollo:** Formación intensiva inicial, asignación de un ""buddy"", mentoría, feedback trimestral y acceso a la comunidad *Be Talent*. * **Extra:** Beneficios sociales de BBVA y acceso a servicios de la Ciudad BBVA. --- ### **Información Clave del Proceso** * **Fecha de inicio:** 7 de septiembre de 2026. * **Fecha límite de solicitud:** 28 de mayo de 2026. * **Fases de selección:** Screening de CV, pruebas online (numérica, técnica e inglés), revisión académica y fase final presencial en Madrid (9 de julio) con dinámica grupal (*Datathon*) y entrevista personal. * **Documentación:** Obligatorio adjuntar CV actualizado en la plataforma.","Empresa final","**Clasificación:** Empresa final **Justificación:** La oferta es publicada directamente por BBVA, una entidad financiera multinacional, para trabajar en sus propios proyectos (""proyectos estratégicos globales de BBVA"") y equipos internos (como AI Factory o Global Risk Management). El contrato es directamente con BBVA (""suscribir el contrato de trabajo con BBVA en España"") y el lugar de trabajo son sus propias oficinas corporativas (""Oficinas de BBVA en Madrid"")."
"https://www.linkedin.com/comm/jobs/view/4416215478/","Ingeniero/a Junior (Software, Datos, Backend, IA, Cloud, Manufactura, Ventas…)","Joinrs","España","N/A","N/A","N/A","N/A","","En remoto","Jornada completa","Se aceptan solicitudes","N/A","Aquí tienes el resumen de la oferta: ### **Resumen de la Oportunidad (Joinrs)** Joinrs es una plataforma especializada en conectar a estudiantes y recién graduados con empresas líderes en España y Europa. Actúan como un hub de empleo enfocado exclusivamente en perfiles **junior, prácticas y programas de graduados (graduate programs).** --- ### **Requisitos** * **Formación:** Estudiantes o recién graduados en Ingeniería Informática, Industrial, Telecomunicaciones o disciplinas técnicas afines. * **Experiencia:** Perfiles *entry-level* o *junior* que busquen iniciar o impulsar su carrera profesional. ### **Funciones (Posiciones disponibles)** La plataforma ofrece una amplia variedad de roles en sectores tecnológicos, industriales y de servicios: * **Software & Data:** Software Development, Backend, Data Engineer, IA, Cloud. * **Ingeniería Industrial:** Manufacturing, MRO, Mechanical Engineering. * **Negocio Técnico:** Sales Engineer. * **Modalidades:** Presencial, híbrido o 100% remoto en España y Europa. ### **Beneficios y Propuesta de Valor** * **Matching inteligente:** Sistema automático que conecta tu perfil con las ofertas más afines. * **Visibilidad:** Acceso a ofertas exclusivas que a menudo no se publican en portales convencionales. * **Optimización:** Herramientas para mejorar tu CV y perfil para destacar ante los reclutadores. * **Foco total:** Especialización exclusiva en el inicio de carrera profesional (*Early Career*). --- **¿Cómo aplicar?** Crea tu perfil directamente en la plataforma **[Joinrs]** para acceder a las vacantes activas.","Headhunting / Plataforma de intermediación","**Clasificación:** Headhunting / Plataforma de intermediación **Justificación:** El texto define a ""Joinrs"" como un sistema de *matching* entre perfiles y empresas externas, no como la entidad que realiza la contratación final. La oferta indica explícitamente que el usuario se inscribirá para acceder a vacantes en ""multinacionales tecnológicas"", ""fintechs"" o ""consultoras"", actuando Joinrs como un intermediario o plataforma de reclutamiento (job board inteligente) que conecta candidatos con diversas empresas finales, en lugar de ser el empleador directo o una consultora de outsourcing."
"https://www.linkedin.com/comm/jobs/view/4410204838/","Digitalization & Data Analyst (Temporary)","Ferrovial","Madrid, Comunidad de Madrid, España","Calle del Príncipe de Vergara, 135, Chamartín, 28002 Madrid, Spain","53.0","40.4","True","","Presencial","Jornada completa","Se aceptan solicitudes","2","Aquí tienes el resumen de la oferta para la posición de **Digitalization & Data Analyst / Specialist** en Ferrovial Energía: ### **Descripción del puesto** El objetivo principal es apoyar la estrategia de digitalización y gestión de datos en proyectos de energía, actuando como puente entre las soluciones tecnológicas y las necesidades operativas de la unidad de negocio. ### **Funciones principales** * **Soporte técnico:** Asistir a los usuarios en el uso de herramientas digitales corporativas y técnicas. * **Gestión de datos:** Garantizar la correcta recolección, estructura, calidad y trazabilidad de los datos. * **Estandarización:** Crear plantillas, formatos y mejores prácticas para el reporte y gestión documental. * **Análisis y reporting:** Elaborar informes básicos para el seguimiento de proyectos. * **Colaboración:** Trabajar con equipos de ingeniería y técnicos para traducir necesidades de negocio en soluciones digitales. * **Documentación:** Redactar guías de usuario y procedimientos internos. ### **Requisitos** * **Formación:** Grado universitario en Ingeniería (Industrial, Energía, Civil, Arquitectura, etc.) o ADE con fuerte interés en digitalización. * **Experiencia:** 2 a 3 años en funciones similares. * **Idiomas:** Nivel alto de inglés (C1). * **Habilidades técnicas:** Nivel intermedio/avanzado de Excel y dominio del entorno Microsoft 365 (Teams, SharePoint). ### **Beneficios y Propuesta de valor** * **Crecimiento:** Oportunidades de movilidad global y entre unidades de negocio. * **Entorno:** Cultura inclusiva, innovadora y colaborativa en una compañía líder global. * **Herramientas:** Acceso a tecnología de vanguardia, como Microsoft Copilot. * **Bienestar:** Paquete completo de beneficios sociales e iniciativas de cuidado físico y mental. * **Impacto:** Participación en proyectos clave para la transición hacia energías sostenibles.","Empresa final","**Clasificación:** Empresa final **Justificación:** La oferta es publicada directamente por Ferrovial, una multinacional que busca talento para integrar en sus propias unidades de negocio (en este caso, Ferrovial Energía). El texto enfatiza que el candidato se unirá a su ""comunidad de innovadores"", formando parte de sus proyectos globales y beneficiándose de sus propios planes de crecimiento profesional, beneficios y cultura corporativa, en lugar de trabajar para un cliente externo."
"https://www.linkedin.com/comm/jobs/view/4400439298/","Junior Data Engineer - Mobile Apps","MAU","España","N/A","N/A","N/A","N/A","","En remoto","Jornada completa","Se aceptan solicitudes","1","Aquí tienes un resumen claro y conciso de la oferta para **Junior Data Engineer** en **Leadtech**: ### **Descripción del puesto** Buscamos un Ingeniero de Datos Junior para diseñar, desarrollar y optimizar infraestructuras de datos en la nube (GCP) y Databricks. Serás responsable de construir pipelines eficientes, mantener la calidad del dato y facilitar el trabajo de los equipos de Analytics y Data Science. ### **Funciones principales** * **Arquitectura:** Mantener y escalar el Data Warehouse (BigQuery) y Data Lake (GCS) en GCP, utilizando Terraform para gestionar recursos. * **Pipeline Development:** Crear y orquestar flujos de datos (ETL/ELT) mediante Apache Airflow y dbt. * **Calidad y Gobernanza:** Implementar tests de datos, asegurar la integridad, el linaje y cumplir con normativas de seguridad (GDPR). * **Colaboración:** Apoyar a los equipos de producto y analítica en la creación de Data Marts y datasets para reporting y ML. ### **Requisitos clave** * **Experiencia:** Mínimo 1 año en roles de ingeniería de datos. * **Cloud:** Conocimientos sólidos de GCP (BigQuery, GCS). * **Tecnologías:** Manejo de Python, SQL, Apache Airflow y dbt. * **DevOps/Infra:** Conocimientos de Docker, control de versiones (Git) y nociones de Terraform. * **Habilidades:** Capacidad de resolución de problemas, buena comunicación y proactividad para aprender. * *Deseable:* Conocimientos en streaming (Pub/Sub, Kafka), ML (Vertex AI) y certificaciones en GCP. ### **Beneficios principales** * **Flexibilidad:** Trabajo 100% remoto, desde la oficina en Barcelona o modelo híbrido. Horario flexible y semana laboral reducida (35h) en julio y agosto; viernes tarde libres todo el año. * **Desarrollo profesional:** Presupuesto anual para formación externa y planes de carrera personalizados. * **Compensación:** Salario competitivo, contrato indefinido a tiempo completo. * **Bienestar:** Seguro de salud privado (dental/psicología), 25 días de vacaciones + tu cumpleaños libre. * **Plus:** *Ticket restaurant*, ayuda a la guardería y oficina con terraza frente al mar, snacks, fruta y zona de juegos. --- *Leadtech es una empresa que promueve la igualdad de oportunidades y valora la diversidad en sus equipos.*","Empresa final","**Clasificación:** Empresa final **Justificación:** La oferta especifica claramente que el contrato es directamente con la empresa ""Leadtech"" (""Join us in an environment..."", ""At Leadtech, you'll tackle exciting challenges""). Además, se menciona que el puesto implica trabajar en su propia infraestructura de datos (""design, develop, and optimize our data infrastructure"") y colaborar con sus propios equipos internos de Producto y Data Science, lo cual confirma que el empleado formará parte de la plantilla de la compañía para desarrollar sus productos y servicios."
"https://www.linkedin.com/comm/jobs/view/4412282942/","Ingeniero de Inteligencia Artificial Junior","TECH Universidad","Las Rozas de Madrid, Comunidad de Madrid, España","Las Rozas de Madrid, Madrid, Spain","78.6","54.6","False","","Presencial","Jornada completa","Se aceptan solicitudes","N/A","Aquí tienes un resumen claro y conciso de la oferta: ### **Sobre TECH** TECH es la mayor universidad digital del mundo, con presencia en más de 150 países y reconocida por su alto impacto en empleabilidad y calidad académica. ### **Requisitos** * **Formación:** Grado en Ingeniería Informática, Ciencias de la Computación o similar. * **Conocimientos técnicos:** Dominio de Python y fundamentos de Machine Learning. * **Interés:** Motivación por IA aplicada, LLMs, NLP o sistemas de recomendación. * **Plus:** Experiencia previa en proyectos, prácticas o trabajos académicos (TFG/TFM) relacionados con IA. * **Perfil:** Mentalidad analítica, curiosidad técnica y actitud proactiva. ### **Funciones principales** * Desarrollo e implementación de modelos de Machine Learning (clasificación, regresión, clustering). * Trabajo en proyectos de Deep Learning, NLP y sistemas RAG. * Gestión de datos: construcción de pipelines y preparación de datasets. * Integración de modelos mediante APIs y servicios backend. * Experimentación, evaluación y optimización continua de soluciones de IA. ### **Beneficios y condiciones** * **Contrato:** Indefinido. * **Ubicación:** Las Rozas (Madrid). * **Horario:** Lunes a jueves (9:00 – 18:00) y viernes (9:00 – 17:00). Presencial. * **Remuneración:** Salario competitivo según perfil. * **Desarrollo:** Integración en un equipo de IA en crecimiento con proyectos innovadores y alta capacidad de aprendizaje.","Empresa final","**Clasificación:** Empresa final **Justificación:** La empresa se presenta como una institución educativa (""TECH es la mayor universidad digital del mundo"") que busca personal para trabajar internamente en su propio equipo de IA. La oferta menciona explícitamente ""participar en el desarrollo de soluciones... aplicadas a **productos reales**"" y ""colaborar en proyectos"" dentro de su propia estructura, sin hacer mención a clientes externos o consultoría. Además, la oferta establece un lugar de trabajo fijo y horario presencial, lo que confirma que el candidato se integrará directamente en la plantilla de la propia universidad."
"https://www.linkedin.com/comm/jobs/view/4408827451/","Becario Desarrollo & IA","BRAINTRUST Consulting Services","Alcobendas, Comunidad de Madrid, España","Av. de la Industria, 4, 28108 Alcobendas, Madrid, Spain","52.5","38.4","False","","Híbrido","Jornada completa","Se aceptan solicitudes","N/A","Aquí tienes un resumen ejecutivo de la oferta: ### **Oferta: Becario/a en Desarrollo e Inteligencia Artificial** **Empresa:** Braintrust Consulting Services (Andersen Consulting) **Ubicación:** Alcobendas, Madrid (Modalidad híbrida) --- #### **Requisitos principales:** * **Formación:** Técnico Superior en Informática de Gestión, Sistemas o similar. * **Conocimientos técnicos:** * Experiencia en gestión y desarrollo de agentes IA. * Programación: **Python** (indispensable), Java, R, SQL y HTML5. * Entornos híbridos (integración local y nube). * **Habilidades:** Capacidad de análisis de datos, comunicación fluida, proactividad y vocación de aprendizaje. #### **Funciones del puesto:** * Colaboración en el desarrollo de software y proyectos de IA. * Apoyo en el análisis de datos. * Asistencia técnica en proyectos innovadores y mantenimiento de sistemas. #### **Beneficios y condiciones:** * **Contrato:** Beca remunerada (duración de 6 a 12 meses). * **Jornada:** Tiempo completo. * **Desarrollo:** Carrera profesional en un sector tecnológico puntero, con mentoría y participación en proyectos diversos. --- **¿Cómo aplicar?** Envía tu CV a través de **LinkedIn** para iniciar el proceso de selección.","Empresa final","**Clasificación:** Empresa final **Justificación:** La oferta especifica que la contratación es directa por parte de ""BRAINTRUST Consulting Services (Ahora ANDERSEN CONSULTING)"" para formar parte de ""nuestro equipo"" y de ""nuestra empresa"". Además, indica claramente que el lugar de trabajo es en ""nuestras oficinas en Alcobendas"", lo que confirma que el candidato se integra en la estructura propia de la consultora para trabajar en sus proyectos internos y de cliente, y no para ser subcontratado en las instalaciones de un tercero."
"https://www.linkedin.com/comm/jobs/view/4412807135/","Data Scientist_BO Public Sector_Madrid","Deloitte","Madrid, Comunidad de Madrid, España","Torre Mahou, Pl. de Manuel Gómez-Moreno, 2, planta 10, Tetuán, 28020 Madrid, Spain","54.8","44.9","True","","Híbrido","Jornada completa","Se aceptan solicitudes","4","Aquí tienes un resumen claro y conciso de la oferta: ### **Resumen del Puesto: Data Scientist** El rol actúa como puente entre los equipos de negocio y los técnicos, gestionando el ciclo de vida completo de los datos (ingesta, transformación, modelado y visualización) para facilitar la toma de decisiones estratégicas. --- ### **Funciones principales** * **Gestión de datos:** Construir y mantener pipelines de datos, realizar ETL y garantizar la calidad y consistencia de la información. * **Análisis y Reporting:** Desarrollar dashboards (Power BI) y definir KPIs para transformar datos brutos en insights accionables. * **Colaboración:** Traducir necesidades de negocio en soluciones de datos escalables y trabajar con equipos multidisciplinarios. * **Soporte:** Monitorear flujos de trabajo y resolver incidencias para asegurar la fiabilidad de los datos. ### **Requisitos esenciales** * **Formación:** Grado en Informática, Data Science, Ingeniería o equivalente. * **Experiencia:** 2–4 años en roles de análisis de datos, reporting o ingeniería de datos. * **Habilidades técnicas:** Dominio avanzado de **SQL y Python**. Experiencia probada en modelado de datos, data warehousing y herramientas de visualización (Power BI). * **Idiomas:** Inglés fluido (Nivel C1 certificado). * **Perfil:** Gran capacidad analítica, comunicación efectiva y enfoque orientado a resultados de negocio. ### **Beneficios y valor añadido (Deseables)** * Conocimientos en entornos Cloud (Azure/AWS). * Experiencia en gobierno de datos, automatización y herramientas de CI/CD (Git). * Familiaridad con frameworks de KPIs y metodologías de gestión de servicios (ITIL). * Oportunidad de trabajar en entornos internacionales, complejos y multiactor. --- **Nota:** El candidato ideal es una persona técnica con fuertes habilidades comunicativas, capaz de gestionar todo el proceso de datos para impactar directamente en la estrategia del producto.","Empresa final","**Clasificación:** Empresa final **Justificación:** La oferta está redactada desde la perspectiva de una organización que busca integrar a un profesional directamente en su estructura interna para apoyar sus propias decisiones estratégicas, operacionales y de producto (""supporting operational, product, and strategic decision-making""). No hace mención a clientes externos, servicios de consultoría o consultoras intermediarias, y se enfoca en el ciclo de vida de los datos del negocio propio (""for products and services""). La frase final ""What impact will you make?"" es característica de empresas que buscan talento para sus propios equipos internos."
"https://www.linkedin.com/comm/jobs/view/4407236999/","Becario en Desarrollo de Software Automatización e IA","Sharkally","España","N/A","N/A","N/A","N/A","","En remoto","Prácticas","Se aceptan solicitudes","N/A","Aquí tienes el resumen de la oferta para **Sharkally**: ### **Resumen de la Práctica Profesional en Automatización e IA** Sharkally busca un practicante de ingeniería para integrarse a su equipo fundador y participar en el desarrollo de soluciones tecnológicas de automatización para clientes públicos y privados. #### **Funciones principales** * **Desarrollo:** Programar y mejorar soluciones de automatización y flujos de trabajo. * **Integración:** Conectar APIs y plataformas digitales. * **Análisis:** Evaluar requerimientos técnicos para licitaciones y proyectos. * **Gestión:** Documentar procesos, realizar pruebas de validación y optimizar soluciones. #### **Requisitos** * **Formación:** Estudiante o egresado reciente de Ingeniería de Sistemas, Software, Informática o afines. * **Conocimientos:** Lógica de programación (Python, JavaScript o similares) y manejo de herramientas digitales. * **Perfil:** Analítico, detallista, proactivo y con alto interés en IA y automatización. #### **Beneficios** * **Flexibilidad:** Trabajo 100% remoto y horario ajustable a tus estudios. * **Experiencia:** Formación práctica trabajando directamente con el equipo fundador en proyectos reales de principio a fin. * **Aprendizaje:** Exposición directa a tecnologías actuales aplicadas al mundo empresarial y al sector público.","Empresa final","**Clasificación:** Empresa final **Justificación:** La oferta indica que el trabajo es directamente para la propia empresa (""Sharkally""), donde el practicante se integrará al ""equipo fundador"". No se menciona la intermediación para clientes externos bajo un esquema de cesión de personal, sino el desarrollo de soluciones propias y proyectos de consultoría que la misma empresa ejecuta (""diseña, desarrolla y despliega una solución desde cero hasta su entrega final"")."
"https://www.linkedin.com/comm/jobs/view/4410175141/","Beca Inteligencia Artificial","Hijos de Rivera, S.A.U.","La Coruña, Galicia / Galiza, España","N/A","N/A","N/A","N/A","","Presencial","Prácticas","Se aceptan solicitudes","N/A","Aquí tienes un resumen claro y conciso de la oferta: ### **Becario/a de Inteligencia Artificial - Hijos de Rivera** **Descripción:** Oportunidad de formación en el equipo de IA y Datos, enfocada en el desarrollo, implementación y automatización de soluciones de IA tradicional y generativa. #### **Funciones principales:** * **Desarrollo de IA:** Apoyo en el diseño, entrenamiento y despliegue de modelos y agentes (incluyendo *prompting*). * **Implementación:** Participación en pruebas piloto (PoC) y validación de resultados en entornos reales. * **Automatización:** Creación de scripts y herramientas para optimizar procesos internos. * **Investigación y Gestión:** Benchmarking de nuevas herramientas de IA y definición funcional de soluciones para distintas áreas de la empresa. * **Documentación:** Registro técnico de procesos, experimentos y resultados. #### **Requisitos:** * **Formación:** Grado en Ingeniería Informática, Matemáticas, Estadística, Data Science, Telecomunicaciones o áreas afines. * **Imprescindible:** Poder formalizar un convenio de prácticas (beca) y nivel de inglés B2. * **Habilidades técnicas:** Python/R, conocimiento en librerías (Scikit-learn, PyTorch, TensorFlow o Keras), manejo de bases de datos y herramientas de visualización. * **Competencias:** Proactividad, pensamiento crítico, capacidad para traducir conceptos técnicos a lenguaje de negocio y buena comunicación. * **Valorables:** Conocimientos en Gemini y Copilot. #### **Beneficios y Entorno:** * Incorporación a un proyecto innovador en una empresa en crecimiento. * Formación práctica en entornos de trabajo dinámicos y colaborativos. * Compromiso corporativo con la igualdad de oportunidades, la diversidad y el bienestar del empleado.","Empresa final","**Clasificación:** Empresa final **Justificación:** La oferta está publicada directamente por **Hijos de Rivera** (la empresa fabricante de Estrella Galicia), refiriéndose a sí mismos como ""nuestra compañía"". El rol es para trabajar internamente en su propio equipo de ""Inteligencia Artificial y Datos"", apoyando sus procesos internos, la transformación digital propia de la marca y la creación de soluciones para sus ""diferentes áreas de la compañía"". No se menciona a terceros ni clientes externos."
"https://www.linkedin.com/comm/jobs/view/4405645520/","BECA - GLOBAL DIGITAL SOLUTIONS - TECNOLOGÍA (MADRID) JV","Endesa","Madrid, Comunidad de Madrid, España","Madrid, Spain","64.9","52.8","True","","Pozuelo de Alarcón (Híbrido)","Jornada completa","Se aceptan solicitudes","N/A","Aquí tienes un resumen claro y conciso de la oferta de beca en **Endesa**: ### **Resumen de la Beca: Planning and Control ICT** Endesa busca recién graduados para incorporarse a su departamento de **Planning and Control ICT** en Madrid mediante su programa de formación ""SWING"". --- ### **Requisitos** * **Titulación:** Grado en Ingeniería (Informática, Industrial, Organización), ADE (con enfoque tecnológico), Ciencia de Datos o perfiles híbridos negocio-tecnología. * **Idiomas:** Nivel de inglés **C1**. * **Habilidades:** * Manejo de Excel y Microsoft 365. * Interés real por la **IA aplicada al negocio** (valorables conocimientos en Machine Learning, NLP, algoritmos y automatización). * Capacidad analítica y pensamiento estructurado. * Conocimientos en metodologías de desarrollo/programación. ### **Funciones principales** * Apoyo en la gestión de servicios y procesos de TI para el sector energético. * Participación en pilotos y soluciones basadas en **Inteligencia Artificial**. * Implementación de herramientas de productividad: Microsoft Copilot, Power Automate, Power BI, etc. * Colaboración en la definición de necesidades, diseños funcionales y gobierno de proyectos tecnológicos. ### **Beneficios y condiciones** * **Duración:** 9 meses. * **Remuneración:** Ayuda al estudio de **900 € brutos mensuales**. * **Formación académica:** Máster oficial (120 ECTS) en Gestión Organizacional y Analítica de Datos (Universidad Camilo José Cela) incluido de forma online. * **Jornada:** 35 horas semanales (formato híbrido). * **Ubicación:** Madrid (C/ Ribera del Loira). * **Extras:** 17 días laborables de descanso al año.","Empresa final","**Clasificación:** Empresa final **Justificación:** La oferta es publicada directamente por Endesa, quien actúa como la entidad empleadora (""En Endesa tenemos un firme compromiso..."", ""Prácticas en ENDESA""). El candidato se incorpora a sus propios departamentos internos (""incorporarse a través de una beca al departamento de Planning and Control ICT"") y colabora con el ""equipo interno"" de la propia organización para dar soporte a sus líneas de negocio (Comercialización, Distribución, Generación/Trading). No hay intermediarios ni mención a clientes externos."
"https://www.linkedin.com/comm/jobs/view/4356407146/","AI Engineer (Cloud Technologies) en Madrid","Deloitte","Madrid, Comunidad de Madrid, España","Torre Mahou, Pl. de Manuel Gómez-Moreno, 2, planta 10, Tetuán, 28020 Madrid, Spain","54.8","44.9","True","","Híbrido","Jornada completa","Se aceptan solicitudes","3","Aquí tienes un resumen claro y conciso de la oferta: ### **Puesto: Especialista en Inteligencia Artificial / MLOps (Deloitte)** **Descripción:** Deloitte busca profesionales para su equipo de IA enfocados en el desarrollo, industrialización y despliegue de soluciones escalables (ML, IA Generativa, RAG, etc.) que generen un impacto real en clientes nacionales e internacionales. --- ### **Funciones principales:** * **Despliegue y producción:** Implementar soluciones de IA/ML/GenAI y llevar prototipos a entornos escalables. * **Ingeniería de datos:** Diseñar pipelines (batch/streaming), gestionar BigQuery y asegurar la calidad/gobierno del dato. * **Infraestructura y MLOps:** Gestionar contenedores (GKE, Cloud Run), CI/CD, observabilidad, monitorización de modelos y orquestación de flujos. * **Colaboración:** Trabajar de la mano con Data Scientists y arquitectos para garantizar soluciones robustas. ### **Requisitos:** * **Experiencia:** Mínimo 3 años en desarrollo de soluciones ML/IA y pipelines de datos en producción. * **Tecnologías clave:** Python (buenas prácticas de ingeniería), Google Cloud Platform (Vertex AI, BigQuery, Dataflow, etc.) y herramientas de contenedores (Kubernetes). * **Conocimientos técnicos:** Experiencia en MLOps, CI/CD, integración de GenAI mediante APIs y gobernanza de datos. * **Soft Skills:** Autonomía, orientación a la calidad y capacidad de colaboración. ### **Beneficios:** * **Flexibilidad:** Modelo híbrido con horario flexible. * **Desarrollo:** Plan de formación personalizado y acceso a la ""Deloitte University"" (París). * **Bienestar:** Programa de salud física, mental y financiera, además de equipo médico en oficinas. * **Cultura:** Proyectos de alto impacto, ambiente colaborativo (actividades de *teambuilding*), voluntariado social y plan de retribución flexible.","Outsourcing (Consultora)","**Clasificación:** Outsourcing (Consultora) **Justificación:** Se trata de una empresa de servicios profesionales que presta consultoría a terceros. La oferta menciona explícitamente que el trabajador prestará servicios ""a nuestros clientes"" y que el trabajo se realizará tanto en ""nuestras oficinas o las de nuestros clientes"", lo cual es característico de un modelo de negocio de consultoría/outsourcing donde el capital humano se asigna a proyectos externos."
